,date,clientId,clientName,clientType,productId,productName,productCategory,productPrice,saleType,saleAmount,saleDiscount
221,2024-01-01,474,John Doe,Individuals,485,Widget Deluxe,Gadgets,17607.96252392161,Subscription sales,7770.147835224611,10%
222,2024-01-01,866,John Doe,Mixed,547,Widget Deluxe,Gadgets,20571.82308076122,Direct sales,17123.51408862426,10%
223,2024-01-01,443,John Doe,Individuals,463,Widget Deluxe,Gadgets,19221.57264718375,Partner sales,22976.221968302507,10%
224,2024-01-01,765,John Doe,Individuals,503,Widget Deluxe,Gadgets,15695.391419475907,Online sales,8118.79501292312,10%
225,2024-01-01,341,John Doe,Individuals,562,Widget Deluxe,Gadgets,11275.076092510782,Partner sales,11686.569422648296,10%
226,2024-01-01,220,John Doe,Businesses,519,Widget Deluxe,Gadgets,17928.73535782114,Online sales,14874.16600960749,10%
227,2024-01-01,712,John Doe,Businesses,444,Widget Deluxe,Gadgets,9740.546389330582,Partner sales,8351.940654097554,10%
228,2024-01-01,387,John Doe,Individuals,477,Widget Deluxe,Gadgets,13060.882355751617,Online sales,11853.41404850257,10%
229,2024-01-01,523,John Doe,Businesses,447,Widget Deluxe,Gadgets,15522.312095466019,Online sales,18184.87580675684,10%
230,2024-01-01,402,John Doe,Businesses,469,Widget Deluxe,Gadgets,16462.074576986553,Online sales,19200.20503500464,10%
231,2024-01-01,471,John Doe,Individuals,533,Widget Deluxe,Gadgets,16245.711854038174,Partner sales,5039.902323806407,10%
232,2024-01-01,499,John Doe,Mixed,471,Widget Deluxe,Gadgets,13942.927401044417,Online sales,8972.899931759803,10%
233,2024-01-01,298,John Doe,Mixed,432,Widget Deluxe,Gadgets,14005.291782483178,Direct sales,18034.50185892604,10%
234,2024-01-01,989,John Doe,Mixed,511,Widget Deluxe,Gadgets,17609.351476263757,Online sales,12490.4797702046,10%
235,2024-01-01,16,John Doe,Mixed,572,Widget Deluxe,Gadgets,14601.578179395257,Online sales,12364.837915807853,10%
236,2024-01-01,542,John Doe,Individuals,498,Widget Deluxe,Gadgets,16966.953799772687,Online sales,13371.067926507698,10%
237,2024-01-01,551,John Doe,Non-profit,518,Widget Deluxe,Gadgets,20349.322108082626,Online sales,9995.000861985798,10%
238,2024-01-01,691,John Doe,Individuals,515,Widget Deluxe,Gadgets,14109.337839015801,Online sales,10651.176822031925,10%
239,2024-01-01,673,John Doe,Mixed,600,Widget Deluxe,Gadgets,9745.359585451937,Online sales,20530.252614239296,10%
240,2024-01-01,210,John Doe,Individuals,432,Widget Deluxe,Gadgets,12526.045889644707,Online sales,13003.01386736682,10%
241,2024-01-01,983,John Doe,Mixed,495,Widget Deluxe,Gadgets,12408.814885252545,Online sales,18299.859382946637,10%
242,2024-01-01,825,John Doe,Individuals,489,Widget Deluxe,Gadgets,14390.023563812376,Online sales,7324.948136109575,10%
243,2024-01-01,712,John Doe,Non-profit,445,Widget Deluxe,Gadgets,8853.942817367308,Online sales,7300.840157097345,10%
244,2024-01-01,174,John Doe,Individuals,433,Widget Deluxe,Gadgets,6957.041365061384,Online sales,15614.47063939173,10%
245,2024-01-01,585,John Doe,Individuals,490,Widget Deluxe,Gadgets,9536.415153236805,Partner sales,8086.735239543948,10%
246,2024-01-01,862,John Doe,Mixed,482,Widget Deluxe,Gadgets,15238.406541910153,Partner sales,12659.925022483507,10%
247,2024-01-01,89,John Doe,Mixed,522,Widget Deluxe,Gadgets,21233.1307975096,Subscription sales,12816.386567974769,10%
248,2024-01-01,306,John Doe,Individuals,522,Widget Deluxe,Gadgets,13869.639169620352,Online sales,15567.361650088902,10%
249,2024-01-01,877,John Doe,Individuals,392,Widget Deluxe,Gadgets,11687.981670819458,Direct sales,17618.8950452377,10%
250,2024-01-01,774,John Doe,Mixed,516,Widget Deluxe,Gadgets,22307.459243284684,Direct sales,18194.380147584747,10%
251,2024-01-01,374,John Doe,Mixed,582,Widget Deluxe,Gadgets,19513.623945210384,Online sales,16894.938359970292,10%
252,2024-01-01,702,John Doe,Individuals,448,Widget Deluxe,Gadgets,17756.179413772723,Online sales,12867.13981532677,10%
253,2024-01-01,478,John Doe,Businesses,450,Widget Deluxe,Gadgets,15742.5009302014,Partner sales,23839.96528058507,10%
254,2024-01-01,792,John Doe,Businesses,532,Widget Deluxe,Gadgets,10577.495073689402,Partner sales,15220.015536027146,10%
255,2024-01-01,993,John Doe,Individuals,538,Widget Deluxe,Gadgets,15223.005617331764,Partner sales,14207.993275563887,10%
256,2024-01-01,35,John Doe,Individuals,512,Widget Deluxe,Gadgets,10105.51056544269,Online sales,10003.798351817215,10%
257,2024-01-01,654,John Doe,Mixed,517,Widget Deluxe,Gadgets,18078.391379722685,Partner sales,9292.41353857617,10%
258,2024-01-01,653,John Doe,Non-profit,453,Widget Deluxe,Gadgets,19800.430779177525,Online sales,11715.949515407983,10%
259,2024-01-01,652,John Doe,Mixed,576,Widget Deluxe,Gadgets,10697.709656773479,Direct sales,16017.39826674025,10%
260,2024-01-01,982,John Doe,Individuals,507,Widget Deluxe,Gadgets,6539.3555264255165,Subscription sales,12035.470109588929,10%
261,2024-01-01,406,John Doe,Businesses,580,Widget Deluxe,Gadgets,11558.453725795232,Referral sales,13400.471771732235,10%
262,2024-01-01,681,John Doe,Businesses,506,Widget Deluxe,Gadgets,13714.316907722281,Online sales,5952.888672163112,10%
263,2024-01-01,428,John Doe,Mixed,494,Widget Deluxe,Gadgets,7153.7774459295,Online sales,19629.110988529323,10%
264,2024-01-01,593,John Doe,Individuals,464,Widget Deluxe,Gadgets,16704.300122547156,Direct sales,15179.752932479925,10%
265,2024-01-01,945,John Doe,Mixed,511,Widget Deluxe,Gadgets,9702.878208393238,Partner sales,20065.177914436154,10%
266,2024-01-01,245,John Doe,Mixed,514,Widget Deluxe,Gadgets,14172.595095796298,Partner sales,19632.378095261978,10%
267,2024-01-01,475,John Doe,Businesses,459,Widget Deluxe,Gadgets,20060.17510491678,Partner sales,12860.985129078561,10%
268,2024-01-01,770,John Doe,Individuals,444,Widget Deluxe,Gadgets,11591.651048379663,Direct sales,11099.196660325342,10%
269,2024-01-01,700,John Doe,Businesses,418,Widget Deluxe,Gadgets,9353.29057078484,Online sales,16436.047518398816,10%
270,2024-01-01,495,John Doe,Individuals,485,Widget Deluxe,Gadgets,12935.677569779311,Online sales,25249.45635547486,10%
271,2024-01-01,721,John Doe,Individuals,469,Widget Deluxe,Gadgets,12969.355881300504,Online sales,13522.682807158726,10%
272,2024-01-01,32,John Doe,Businesses,541,Widget Deluxe,Gadgets,10779.033090325685,Online sales,13446.001776006951,10%
273,2024-01-01,84,John Doe,Individuals,470,Widget Deluxe,Gadgets,20890.72988991789,Subscription sales,11962.72211113675,10%
274,2024-01-01,688,John Doe,Individuals,522,Widget Deluxe,Gadgets,15383.46858915237,Online sales,13538.538388673294,10%
275,2024-01-01,802,John Doe,Businesses,529,Widget Deluxe,Gadgets,14051.881626458604,Online sales,8061.356143333653,10%
276,2024-01-01,99,John Doe,Non-profit,527,Widget Deluxe,Gadgets,10160.064093183193,Online sales,8692.979545596798,10%
277,2024-01-01,758,John Doe,Mixed,529,Widget Deluxe,Gadgets,18453.414630604864,Online sales,19454.21611312504,10%
278,2024-01-01,381,John Doe,Individuals,439,Widget Deluxe,Gadgets,16980.493092390745,Partner sales,13711.273340843913,10%
279,2024-01-01,933,John Doe,Businesses,493,Widget Deluxe,Gadgets,19933.047409633306,Online sales,14550.9021535509,10%
280,2024-01-01,110,John Doe,Individuals,486,Widget Deluxe,Gadgets,11707.264402986588,Partner sales,23021.63743875073,10%
281,2024-01-01,839,John Doe,Businesses,523,Widget Deluxe,Gadgets,17385.807378960748,Online sales,3550.9727238997984,10%
282,2024-01-01,945,John Doe,Non-profit,578,Widget Deluxe,Gadgets,23145.841291006684,Online sales,19150.454201473418,10%
283,2024-01-01,746,John Doe,Individuals,462,Widget Deluxe,Gadgets,12582.287039517285,Subscription sales,12166.124994643897,10%
284,2024-01-01,524,John Doe,Individuals,511,Widget Deluxe,Gadgets,13778.137938030093,Direct sales,9143.682800866496,10%
285,2024-01-01,24,John Doe,Individuals,589,Widget Deluxe,Gadgets,11473.66774016183,Subscription sales,8534.5634251364,10%
286,2024-01-01,848,John Doe,Mixed,536,Widget Deluxe,Gadgets,21209.310650080195,Partner sales,13314.46623672582,10%
287,2024-01-01,636,John Doe,Businesses,516,Widget Deluxe,Gadgets,6968.01218569512,Online sales,19318.95634420932,10%
288,2024-01-01,21,John Doe,Individuals,456,Widget Deluxe,Gadgets,18596.589258383494,Online sales,16181.59620833229,10%
289,2024-01-01,462,John Doe,Individuals,577,Widget Deluxe,Gadgets,17670.035071566403,Direct sales,18982.41510967393,10%
290,2024-01-01,384,John Doe,Mixed,456,Widget Deluxe,Gadgets,14091.256169235065,Subscription sales,10636.634707013936,10%
291,2024-01-01,582,John Doe,Mixed,463,Widget Deluxe,Gadgets,12449.220768574174,Referral sales,16131.6361782952,10%
292,2024-01-01,558,John Doe,Individuals,512,Widget Deluxe,Gadgets,12325.153540089248,Referral sales,11813.817465330865,10%
293,2024-01-01,529,John Doe,Mixed,519,Widget Deluxe,Gadgets,7141.590479523715,Online sales,7841.186366930274,10%
294,2024-01-01,710,John Doe,Mixed,473,Widget Deluxe,Gadgets,9241.204413198642,Direct sales,12030.98271770793,10%
295,2024-01-01,181,John Doe,Businesses,543,Widget Deluxe,Gadgets,13650.402604884777,Online sales,11880.422890435875,10%
296,2024-01-01,661,John Doe,Individuals,423,Widget Deluxe,Gadgets,14587.54294527545,Subscription sales,14219.536688561426,10%
297,2024-01-01,726,John Doe,Mixed,425,Widget Deluxe,Gadgets,8557.206597995337,Online sales,12621.714899055472,10%
298,2024-01-01,179,John Doe,Individuals,573,Widget Deluxe,Gadgets,12879.88822685857,Referral sales,6409.985697474722,10%
299,2024-01-01,771,John Doe,Mixed,513,Widget Deluxe,Gadgets,18912.852527028805,Subscription sales,6956.439552289758,10%
300,2024-01-01,201,John Doe,Individuals,515,Widget Deluxe,Gadgets,14114.425531156005,Direct sales,11279.489448927025,10%
301,2024-01-01,398,John Doe,Individuals,453,Widget Deluxe,Gadgets,7470.271488712917,Online sales,10259.629449625301,10%
302,2024-01-01,331,John Doe,Non-profit,557,Widget Deluxe,Gadgets,16292.901424436057,Partner sales,15871.278974302746,10%
303,2024-01-01,105,John Doe,Individuals,523,Widget Deluxe,Gadgets,19253.380494788427,Direct sales,23192.996745097196,10%
304,2024-01-01,439,John Doe,Businesses,587,Widget Deluxe,Gadgets,13697.336449537463,Direct sales,22181.343348861054,10%
305,2024-01-01,8,John Doe,Individuals,563,Widget Deluxe,Gadgets,14620.075624300385,Referral sales,13138.053651109736,10%
306,2024-01-01,76,John Doe,Individuals,445,Widget Deluxe,Gadgets,16157.942704426643,Direct sales,12380.551000362628,10%
307,2024-01-01,338,John Doe,Mixed,556,Widget Deluxe,Gadgets,28665.667872851263,Partner sales,11357.900539755232,10%
308,2024-01-01,803,John Doe,Businesses,520,Widget Deluxe,Gadgets,12125.536820375382,Online sales,21736.732373289604,10%
309,2024-01-01,760,John Doe,Non-profit,590,Widget Deluxe,Gadgets,562.8991024202023,Online sales,17489.427942175913,10%
310,2024-01-01,134,John Doe,Mixed,431,Widget Deluxe,Gadgets,15489.7499879357,Online sales,11549.745521572542,10%
311,2024-01-01,192,John Doe,Individuals,511,Widget Deluxe,Gadgets,14918.61867672992,Direct sales,19338.416968162288,10%
312,2024-01-01,258,John Doe,Mixed,480,Widget Deluxe,Gadgets,10872.521708387063,Partner sales,6082.078602572049,10%
313,2024-01-01,688,John Doe,Non-profit,451,Widget Deluxe,Gadgets,11781.506949018876,Online sales,9134.856941655067,10%
314,2024-01-01,383,John Doe,Individuals,404,Widget Deluxe,Gadgets,19202.54941382353,Online sales,9150.356696354995,10%
315,2024-01-01,472,John Doe,Individuals,498,Widget Deluxe,Gadgets,18320.894018922005,Partner sales,17117.52880582765,10%
316,2024-01-01,93,John Doe,Individuals,504,Widget Deluxe,Gadgets,16205.638825396774,Direct sales,7710.657018787812,10%
317,2024-01-01,957,John Doe,Mixed,418,Widget Deluxe,Gadgets,15725.941857520484,Subscription sales,19613.9998335485,10%
318,2024-01-01,793,John Doe,Mixed,438,Widget Deluxe,Gadgets,15471.824015676975,Direct sales,13035.928986990897,10%
319,2024-01-01,955,John Doe,Individuals,485,Widget Deluxe,Gadgets,8527.143571356602,Partner sales,6284.164451798789,10%
320,2024-01-01,322,John Doe,Mixed,499,Widget Deluxe,Gadgets,9213.701974994066,Subscription sales,13988.995872759899,10%
321,2024-01-01,624,John Doe,Individuals,489,Widget Deluxe,Gadgets,15499.177692234563,Referral sales,15274.474338923932,10%
322,2024-01-01,866,John Doe,Businesses,464,Widget Deluxe,Gadgets,11470.80487373317,Online sales,17885.459866343324,10%
323,2024-01-01,284,John Doe,Businesses,532,Widget Deluxe,Gadgets,17794.957643588896,Direct sales,18411.334671698656,10%
324,2024-01-01,520,John Doe,Businesses,479,Widget Deluxe,Gadgets,11001.957924779352,Direct sales,14974.135636950314,10%
325,2024-01-01,86,John Doe,Businesses,570,Widget Deluxe,Gadgets,19213.04598353217,Direct sales,12329.031996757003,10%
326,2024-01-01,553,John Doe,Individuals,518,Widget Deluxe,Gadgets,20692.95145715786,Direct sales,12344.155878647502,10%
327,2024-01-01,842,John Doe,Individuals,482,Widget Deluxe,Gadgets,14223.53354637566,Online sales,23198.21376774987,10%
328,2024-01-01,401,John Doe,Individuals,508,Widget Deluxe,Gadgets,9883.343168471389,Partner sales,19539.72950207607,10%
329,2024-01-01,377,John Doe,Individuals,383,Widget Deluxe,Gadgets,13678.40494834164,Online sales,12765.363503821196,10%
330,2024-01-01,868,John Doe,Individuals,403,Widget Deluxe,Gadgets,19958.30402538109,Online sales,14552.210508763099,10%
331,2024-01-01,786,John Doe,Individuals,552,Widget Deluxe,Gadgets,13569.575048766006,Referral sales,8012.771271012627,10%
332,2024-01-01,490,John Doe,Businesses,576,Widget Deluxe,Gadgets,18186.850315620468,Online sales,11369.973422794174,10%
333,2024-01-01,968,John Doe,Individuals,443,Widget Deluxe,Gadgets,17817.99672350617,Online sales,11222.783660471725,10%
334,2024-01-01,315,John Doe,Individuals,525,Widget Deluxe,Gadgets,14124.180616069372,Online sales,9309.392464748224,10%
335,2024-01-01,519,John Doe,Mixed,517,Widget Deluxe,Gadgets,9499.120059783922,Referral sales,18859.246709708237,10%
336,2024-01-01,463,John Doe,Mixed,580,Widget Deluxe,Gadgets,12172.395210283423,Online sales,8146.826734181109,10%
337,2024-01-01,598,John Doe,Mixed,547,Widget Deluxe,Gadgets,16071.512397507222,Subscription sales,12574.62789933229,10%
338,2024-01-01,166,John Doe,Businesses,495,Widget Deluxe,Gadgets,14695.413284359138,Online sales,21586.108797946574,10%
339,2024-01-01,245,John Doe,Mixed,451,Widget Deluxe,Gadgets,14581.3466396528,Partner sales,7814.1813930012595,10%
340,2024-01-01,461,John Doe,Individuals,459,Widget Deluxe,Gadgets,13682.467932893938,Direct sales,17225.31528611322,10%
341,2024-01-01,791,John Doe,Businesses,428,Widget Deluxe,Gadgets,10534.925801457317,Online sales,14310.26950480753,10%
342,2024-01-01,248,John Doe,Individuals,480,Widget Deluxe,Gadgets,21870.39422265177,Online sales,11909.829232355523,10%
343,2024-01-01,233,John Doe,Mixed,462,Widget Deluxe,Gadgets,11531.192213006409,Direct sales,16552.753655203644,10%
344,2024-01-01,686,John Doe,Individuals,585,Widget Deluxe,Gadgets,13663.553277105526,Online sales,9554.497398062682,10%
345,2024-01-01,571,John Doe,Mixed,491,Widget Deluxe,Gadgets,13133.831485148896,Online sales,8307.252310643727,10%
346,2024-01-01,451,John Doe,Individuals,500,Widget Deluxe,Gadgets,19746.468344878755,Direct sales,20814.571227946133,10%
347,2024-01-01,705,John Doe,Individuals,447,Widget Deluxe,Gadgets,13015.76114247019,Online sales,12720.97771559107,10%
348,2024-01-01,551,John Doe,Individuals,475,Widget Deluxe,Gadgets,7002.96253743088,Subscription sales,8671.296577184274,10%
349,2024-01-01,712,John Doe,Non-profit,591,Widget Deluxe,Gadgets,13464.757080823183,Partner sales,26663.94694922185,10%
350,2024-01-01,106,John Doe,Businesses,550,Widget Deluxe,Gadgets,11635.862787071801,Referral sales,11211.400114973363,10%
351,2024-01-01,93,John Doe,Non-profit,518,Widget Deluxe,Gadgets,22859.33878426434,Partner sales,19646.69044010301,10%
352,2024-01-01,129,John Doe,Businesses,463,Widget Deluxe,Gadgets,17709.10108672263,Direct sales,18434.244390612606,10%
353,2024-01-01,747,John Doe,Mixed,484,Widget Deluxe,Gadgets,10980.091766718384,Online sales,13629.98398865597,10%
354,2024-01-01,75,John Doe,Individuals,456,Widget Deluxe,Gadgets,21084.40635633563,Online sales,6301.642478708154,10%
355,2024-01-01,4,John Doe,Businesses,422,Widget Deluxe,Gadgets,6815.021521391206,Direct sales,16082.46649910922,10%
356,2024-01-01,622,John Doe,Individuals,498,Widget Deluxe,Gadgets,14022.412582614375,Partner sales,12121.05175265356,10%
357,2024-01-01,365,John Doe,Mixed,401,Widget Deluxe,Gadgets,15685.629529339401,Online sales,16260.816729713913,10%
358,2024-01-01,827,John Doe,Businesses,489,Widget Deluxe,Gadgets,15897.571651820119,Direct sales,13168.128111126241,10%
359,2024-01-01,973,John Doe,Non-profit,464,Widget Deluxe,Gadgets,14457.330131666715,Partner sales,7830.418492759149,10%
360,2024-01-01,427,John Doe,Individuals,548,Widget Deluxe,Gadgets,9552.58055401553,Direct sales,11336.599270320723,10%
361,2024-01-01,904,John Doe,Businesses,470,Widget Deluxe,Gadgets,14795.274796092159,Direct sales,9883.875898021199,10%
362,2024-01-01,721,John Doe,Mixed,475,Widget Deluxe,Gadgets,13660.671626912083,Online sales,24940.71974057862,10%
363,2024-01-01,825,John Doe,Mixed,528,Widget Deluxe,Gadgets,12025.006189968897,Online sales,14185.66106978813,10%
364,2024-01-01,187,John Doe,Individuals,511,Widget Deluxe,Gadgets,12668.388161309542,Partner sales,13887.883500036785,10%
365,2024-01-01,676,John Doe,Individuals,554,Widget Deluxe,Gadgets,13464.262290035942,Online sales,13510.513213802493,10%
366,2024-01-01,909,John Doe,Individuals,437,Widget Deluxe,Gadgets,16699.727636757572,Direct sales,6290.747334995382,10%
367,2024-01-01,440,John Doe,Individuals,432,Widget Deluxe,Gadgets,5294.033857858503,Subscription sales,16628.240194251768,10%
368,2024-01-01,673,John Doe,Mixed,449,Widget Deluxe,Gadgets,17074.406873665244,Partner sales,14319.670630894529,10%
369,2024-01-01,926,John Doe,Non-profit,526,Widget Deluxe,Gadgets,18866.799534982467,Partner sales,19468.48436747786,10%
370,2024-01-01,386,John Doe,Mixed,536,Widget Deluxe,Gadgets,14578.771482255455,Online sales,13874.418874948686,10%
371,2024-01-01,545,John Doe,Businesses,447,Widget Deluxe,Gadgets,13385.79734338422,Partner sales,10976.446666392369,10%
372,2024-01-01,551,John Doe,Non-profit,571,Widget Deluxe,Gadgets,12398.694825089227,Direct sales,11930.74742396825,10%
373,2024-01-01,600,John Doe,Individuals,502,Widget Deluxe,Gadgets,18676.79012363676,Partner sales,9183.03205824587,10%
374,2024-01-01,411,John Doe,Individuals,514,Widget Deluxe,Gadgets,16531.134035533978,Online sales,17823.757967120226,10%
375,2024-01-01,737,John Doe,Businesses,469,Widget Deluxe,Gadgets,20926.37580689359,Direct sales,10894.796111726022,10%
376,2024-01-01,38,John Doe,Mixed,546,Widget Deluxe,Gadgets,10909.486887437111,Partner sales,7703.257958820807,10%
377,2024-01-01,199,John Doe,Mixed,496,Widget Deluxe,Gadgets,20087.800775340176,Online sales,11616.319792912062,10%
378,2024-01-01,729,John Doe,Individuals,541,Widget Deluxe,Gadgets,12526.904316890601,Online sales,13327.611917932662,10%
379,2024-01-01,49,John Doe,Businesses,497,Widget Deluxe,Gadgets,8489.198650282342,Online sales,18315.883762200494,10%
380,2024-01-01,122,John Doe,Mixed,370,Widget Deluxe,Gadgets,13660.542890278059,Partner sales,18113.144485436314,10%
381,2024-01-01,805,John Doe,Individuals,553,Widget Deluxe,Gadgets,8172.945932742558,Online sales,13443.27787081112,10%
382,2024-01-01,173,John Doe,Individuals,473,Widget Deluxe,Gadgets,12160.992355254024,Direct sales,15986.556618927118,10%
383,2024-01-01,269,John Doe,Individuals,488,Widget Deluxe,Gadgets,15130.195710742837,Partner sales,16390.45704984382,10%
384,2024-01-01,478,John Doe,Individuals,548,Widget Deluxe,Gadgets,18148.468468577536,Online sales,15821.94222602869,10%
385,2024-01-01,859,John Doe,Businesses,428,Widget Deluxe,Gadgets,13190.891344743119,Online sales,11868.434524379534,10%
386,2024-01-01,159,John Doe,Individuals,519,Widget Deluxe,Gadgets,14678.482980785144,Online sales,12993.841614391791,10%
387,2024-01-01,754,John Doe,Individuals,411,Widget Deluxe,Gadgets,13190.091387890863,Online sales,22014.93421008638,10%
388,2024-01-01,522,John Doe,Mixed,471,Widget Deluxe,Gadgets,11285.89763657932,Online sales,20181.678430292304,10%
389,2024-01-01,822,John Doe,Mixed,442,Widget Deluxe,Gadgets,13675.833837059416,Online sales,5085.101919098202,10%
390,2024-01-01,668,John Doe,Businesses,479,Widget Deluxe,Gadgets,21835.15133759465,Direct sales,17802.627348234157,10%
391,2024-01-01,923,John Doe,Individuals,522,Widget Deluxe,Gadgets,15076.24310769062,Partner sales,10728.12781327568,10%
392,2024-01-01,794,John Doe,Individuals,522,Widget Deluxe,Gadgets,11901.229525594648,Subscription sales,18104.01571440123,10%
393,2024-01-01,310,John Doe,Mixed,544,Widget Deluxe,Gadgets,13353.21207820372,Partner sales,18340.25388565416,10%
394,2024-01-01,815,John Doe,Individuals,526,Widget Deluxe,Gadgets,12079.323356557124,Partner sales,19485.756315455066,10%
395,2024-01-01,612,John Doe,Individuals,520,Widget Deluxe,Gadgets,20072.479219803157,Online sales,10051.206313299066,10%
396,2024-01-01,140,John Doe,Individuals,527,Widget Deluxe,Gadgets,13343.2405305858,Subscription sales,17106.588887901515,10%
397,2024-01-01,155,John Doe,Individuals,359,Widget Deluxe,Gadgets,13612.66584627008,Direct sales,8502.72565980216,10%
398,2024-01-01,724,John Doe,Individuals,527,Widget Deluxe,Gadgets,19218.677509160072,Online sales,12339.662326807651,10%
399,2024-01-01,684,John Doe,Individuals,416,Widget Deluxe,Gadgets,16770.46975657263,Partner sales,1267.2682037816849,10%
400,2024-01-01,671,John Doe,Non-profit,529,Widget Deluxe,Gadgets,10391.283135925674,Direct sales,10947.917448807277,10%
401,2024-01-01,512,John Doe,Individuals,489,Widget Deluxe,Gadgets,12319.425299163564,Subscription sales,18960.140352075694,10%
402,2024-01-01,877,John Doe,Individuals,492,Widget Deluxe,Gadgets,23750.31548243569,Referral sales,15746.04710535107,10%
403,2024-01-01,147,John Doe,Businesses,505,Widget Deluxe,Gadgets,13349.17615242003,Online sales,-1404.1271152808604,10%
404,2024-01-01,578,John Doe,Mixed,540,Widget Deluxe,Gadgets,12839.535653929277,Online sales,5656.662846249974,10%
405,2024-01-01,596,John Doe,Individuals,423,Widget Deluxe,Gadgets,14995.097898884565,Online sales,15024.333181576165,10%
406,2024-01-01,739,John Doe,Mixed,556,Widget Deluxe,Gadgets,14898.168083909175,Online sales,16384.294165368832,10%
407,2024-01-01,501,John Doe,Businesses,578,Widget Deluxe,Gadgets,13756.515651798984,Online sales,16909.26316400499,10%
408,2024-01-01,573,John Doe,Individuals,486,Widget Deluxe,Gadgets,12020.566640335652,Referral sales,25101.890938468292,10%
409,2024-01-01,832,John Doe,Businesses,376,Widget Deluxe,Gadgets,13675.153758292265,Subscription sales,11013.463972381425,10%
410,2024-01-01,814,John Doe,Non-profit,491,Widget Deluxe,Gadgets,11832.528820221276,Direct sales,17194.00001329514,10%
411,2024-01-01,105,John Doe,Businesses,540,Widget Deluxe,Gadgets,18082.919153610077,Direct sales,16637.714479079106,10%
412,2024-01-01,424,John Doe,Businesses,514,Widget Deluxe,Gadgets,10500.726485195693,Online sales,10709.321792738378,10%
413,2024-01-01,598,John Doe,Businesses,538,Widget Deluxe,Gadgets,19473.636786281462,Direct sales,8148.7365838033,10%
414,2024-01-01,466,John Doe,Individuals,539,Widget Deluxe,Gadgets,14871.650853357987,Subscription sales,25434.22505001329,10%
415,2024-01-01,813,John Doe,Mixed,440,Widget Deluxe,Gadgets,14497.520128134294,Partner sales,16052.902788890948,10%
416,2024-01-01,178,John Doe,Businesses,474,Widget Deluxe,Gadgets,22352.4465601861,Online sales,17849.047988345934,10%
417,2024-01-01,587,John Doe,Individuals,563,Widget Deluxe,Gadgets,15412.497300104253,Online sales,8380.321893348733,10%
418,2024-01-01,762,John Doe,Mixed,458,Widget Deluxe,Gadgets,22186.133794618916,Direct sales,14059.51969436835,10%
419,2024-01-01,129,John Doe,Individuals,491,Widget Deluxe,Gadgets,14865.427911747218,Direct sales,10233.194751449895,10%
420,2024-01-01,440,John Doe,Individuals,451,Widget Deluxe,Gadgets,12265.161912304999,Referral sales,17601.400210222942,10%
421,2024-01-01,775,John Doe,Mixed,565,Widget Deluxe,Gadgets,15858.59767585139,Partner sales,14162.279573140078,10%
422,2024-01-01,792,John Doe,Individuals,489,Widget Deluxe,Gadgets,8278.613418325489,Direct sales,8154.634129041538,10%
423,2024-01-01,689,John Doe,Individuals,495,Widget Deluxe,Gadgets,22628.78943501233,Subscription sales,21388.139920914786,10%
424,2024-01-01,411,John Doe,Individuals,512,Widget Deluxe,Gadgets,14169.486717322838,Online sales,13023.840507429071,10%
425,2024-01-01,973,John Doe,Businesses,433,Widget Deluxe,Gadgets,12465.928217293902,Direct sales,11629.865865319794,10%
426,2024-01-01,621,John Doe,Individuals,533,Widget Deluxe,Gadgets,15450.29629050643,Direct sales,19340.31771626104,10%
427,2024-01-01,229,John Doe,Businesses,484,Widget Deluxe,Gadgets,19346.839447768107,Online sales,12941.076626440703,10%
428,2024-01-01,95,John Doe,Businesses,536,Widget Deluxe,Gadgets,15333.334131601736,Partner sales,9143.319886340909,10%
429,2024-01-01,819,John Doe,Businesses,481,Widget Deluxe,Gadgets,14444.065821098457,Online sales,9183.863247141373,10%
430,2024-01-01,363,John Doe,Individuals,441,Widget Deluxe,Gadgets,10644.698165710523,Online sales,25894.847408270805,10%
431,2024-01-01,50,John Doe,Individuals,510,Widget Deluxe,Gadgets,17179.26268048929,Direct sales,7519.386049834717,10%
432,2024-01-01,587,John Doe,Individuals,545,Widget Deluxe,Gadgets,16296.147731115869,Subscription sales,16313.232428719775,10%
433,2024-01-01,399,John Doe,Mixed,514,Widget Deluxe,Gadgets,23204.572175625406,Direct sales,13306.641323824355,10%
434,2024-01-01,978,John Doe,Businesses,479,Widget Deluxe,Gadgets,10775.921166281603,Online sales,11351.437473800032,10%
435,2024-01-01,916,John Doe,Businesses,422,Widget Deluxe,Gadgets,12728.268920160624,Online sales,11136.818331811104,10%
436,2024-01-01,454,John Doe,Businesses,489,Widget Deluxe,Gadgets,9040.164664349057,Online sales,16110.239816732697,10%
437,2024-01-01,128,John Doe,Individuals,523,Widget Deluxe,Gadgets,14385.780593750751,Online sales,14099.749807431312,10%
438,2024-01-01,60,John Doe,Businesses,467,Widget Deluxe,Gadgets,14725.2905778284,Referral sales,9839.84731082031,10%
439,2024-01-01,149,John Doe,Businesses,456,Widget Deluxe,Gadgets,14325.988412905544,Online sales,16114.83387045767,10%
440,2024-01-01,49,John Doe,Individuals,585,Widget Deluxe,Gadgets,16391.35825877644,Online sales,16612.981399219265,10%
441,2024-01-01,447,John Doe,Businesses,483,Widget Deluxe,Gadgets,12645.792624924256,Online sales,14881.218083296471,10%
442,2024-01-01,161,John Doe,Individuals,529,Widget Deluxe,Gadgets,12866.150178315253,Online sales,7013.036555204697,10%
